Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,colorized.py,write,Long statement,34,,,Line 34 has 184 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,write,Long statement,36,,,Line 36 has 177 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,write,Long statement,37,,,Line 37 has 194 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,write,Long statement,40,,,Line 40 has 130 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,file_level,Long lambda function,27,,,Lambda at line 27 has 113 characters (threshold: 80). Convert to named function.
dataset,colorized.py,file_level,Long lambda function,28,,,Lambda at line 28 has 81 characters (threshold: 80). Convert to named function.
dataset,colorized.py,file_level,Long lambda function,34,,,Lambda at line 34 has 115 characters (threshold: 80). Convert to named function.
dataset,colorized.py,file_level,Long lambda function,36,,,Lambda at line 36 has 106 characters (threshold: 80). Convert to named function.
dataset,colorized.py,file_level,Long lambda function,37,,,Lambda at line 37 has 145 characters (threshold: 80). Convert to named function.
dataset,colorized.py,init_output,Long message chain,11,,,Message chain at line 11 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,log.py,get_event_log_handle,Complex method,,52,81,Method 'get_event_log_handle' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,log.py,flush_condensed_events,Complex method,,100,132,Method 'flush_condensed_events' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,log.py,log_event,Complex method,,134,226,Method 'log_event' has cyclomatic complexity of 21 (threshold: 7). Extract nested conditions into separate methods.
dataset,log.py,log_event,Long method,,134,226,Method 'log_event' has 93 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,log.py,log_event,Complex conditional,147,,,Conditional at line 147 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,log.py,log_event,Complex conditional,217,,,Conditional at line 217 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,log.py,log_event,Long parameter list,134,,,Method 'log_event' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,log.py,get_event_log_handle,Long statement,56,,,Line 56 has 127 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,147,,,Line 147 has 168 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,172,,,Line 172 has 149 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,179,,,Line 179 has 121 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,185,,,Line 185 has 169 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,205,,,Line 205 has 133 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,206,,,Line 206 has 321 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,212,,,Line 212 has 224 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_event,Long statement,217,,,Line 217 has 130 characters (threshold: 120). Break into multiple lines.
dataset,log.py,log_error,Long statement,237,,,Line 237 has 121 characters (threshold: 120). Break into multiple lines.
dataset,log.py,handle,Long statement,254,,,Line 254 has 127 characters (threshold: 120). Break into multiple lines.
dataset,log.py,start_logd,Long statement,278,,,Line 278 has 133 characters (threshold: 120). Break into multiple lines.
dataset,log.py,file_level,Long identifier,27,,,Identifier 'CONDENSED_EVENTS_FLUSH_PERIOD' has 30 characters (threshold: 20). Consider shortening.
dataset,log.py,file_level,Long identifier,28,,,Identifier 'DEFAULT_ERROR_LOG_PERMISSIONS' has 30 characters (threshold: 20). Consider shortening.
dataset,log.py,file_level,Long identifier,29,,,Identifier 'DEFAULT_EVENT_LOG_PERMISSIONS' has 30 characters (threshold: 20). Consider shortening.
dataset,log.py,get_event_log_handle,Long identifier,52,,,Identifier 'get_event_log_handle' has 21 characters (threshold: 20). Consider shortening.
dataset,log.py,get_error_log_handle,Long identifier,83,,,Identifier 'get_error_log_handle' has 21 characters (threshold: 20). Consider shortening.
dataset,log.py,flush_condensed_events,Long identifier,100,,,Identifier 'flush_condensed_events' has 22 characters (threshold: 20). Consider shortening.
dataset,log.py,flush_condensed_events,Magic number,115,,,Magic number 3 found in 'flush_condensed_events'. Define as SRC_PORT_INDEX = 3.
dataset,log.py,flush_condensed_events,Magic number,115,,,Magic number 7 found in 'flush_condensed_events'. Define as PROTO_INDEX_END = 7.
dataset,log.py,log_event,Magic number,149,,,Magic number 6 found in 'log_event'. Define as MICROSECONDS_PRECISION = 6.
dataset,log.py,log_event,Magic number,185,,,Magic number 4 found in 'log_event'. Define as ADDRESS_INFO_INDEX = 4.
dataset,log.py,start_logd,Magic number,278,,,Magic number 4 found in 'start_logd'. Define as ADDRESS_INFO_INDEX = 4.
dataset,log.py,get_event_log_handle,Empty catch block,69,,,Empty catch block in 'get_event_log_handle' at line 69. Add logging or proper error handling.
dataset,log.py,handle,Empty catch block,264,,,Empty catch block in 'handle' at line 264. Add logging or proper error handling.
dataset,log.py,file_level,Long lambda function,125,,,Lambda at line 125 has 81 characters (threshold: 80). Convert to named function.
dataset,log.py,file_level,Long lambda function,172,,,Lambda at line 172 has 81 characters (threshold: 80). Convert to named function.
dataset,log.py,get_event_log_handle,Long message chain,179,,,Message chain at line 179 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,log.py,start_logd,Long message chain,254,,,Message chain at line 254 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Complex method,,70,338,Method 'update_trails' has cyclomatic complexity of 68 (threshold: 7). Extract nested conditions into separate methods.
dataset,update.py,update_trails,Long method,,70,338,Method 'update_trails' has 268 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,update.py,update_trails,Complex conditional,108,,,Conditional at line 108 has 4 logical operators (threshold: 2). Extract into named boolean variables.
dataset,update.py,update_trails,Complex conditional,164,,,Conditional at line 164 has 4 logical operators (threshold: 2). Extract into named boolean variables.
dataset,update.py,update_trails,Complex conditional,262,,,Conditional at line 262 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,update.py,update_trails,Complex conditional,311,,,Conditional at line 311 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,update.py,update_ipcat,Complex conditional,349,,,Conditional at line 349 has 4 logical operators (threshold: 2). Extract into named boolean variables.
dataset,update.py,file_level,Long statement,20,,,Line 20 has 133 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,93,,,Line 93 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,104,,,Line 104 has 153 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,108,,,Line 108 has 283 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,128,,,Line 128 has 128 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,133,,,Line 133 has 159 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,146,,,Line 146 has 127 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,149,,,Line 149 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,152,,,Line 152 has 137 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,164,,,Line 164 has 308 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,250,,,Line 250 has 143 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,255,,,Line 255 has 149 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,262,,,Line 262 has 188 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,311,,,Line 311 has 169 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,316,,,Line 316 has 133 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,317,,,Line 317 has 133 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_trails,Long statement,323,,,Line 323 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_ipcat,Long statement,349,,,Line 349 has 211 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_ipcat,Long statement,363,,,Line 363 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,update_ipcat,Long statement,372,,,Line 372 has 141 characters (threshold: 120). Break into multiple lines.
dataset,update.py,main,Long statement,397,,,Line 397 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,main,Long statement,401,,,Line 401 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,main,Long statement,411,,,Line 411 has 169 characters (threshold: 120). Break into multiple lines.
dataset,update.py,main,Long statement,412,,,Line 412 has 169 characters (threshold: 120). Break into multiple lines.
dataset,update.py,main,Long statement,421,,,Line 421 has 121 characters (threshold: 120). Break into multiple lines.
dataset,update.py,file_level,Long identifier,36,,,Identifier 'LOW_PRIORITY_INFO_KEYWORDS' has 27 characters (threshold: 20). Consider shortening.
dataset,update.py,file_level,Long identifier,37,,,Identifier 'HIGH_PRIORITY_INFO_KEYWORDS' has 28 characters (threshold: 20). Consider shortening.
dataset,update.py,file_level,Long identifier,38,,,Identifier 'HIGH_PRIORITY_REFERENCES' has 24 characters (threshold: 20). Consider shortening.
dataset,update.py,file_level,Long identifier,152,,,Identifier 'DISABLED_TRAILS_INFO_REGEX' has 26 characters (threshold: 20). Consider shortening.
dataset,update.py,file_level,Long identifier,233,,,Identifier 'DISABLED_TRAILS_INFO_REGEX' has 26 characters (threshold: 20). Consider shortening.
dataset,update.py,file_level,Long identifier,234,,,Identifier 'DISABLED_TRAILS_INFO_REGEX' has 26 characters (threshold: 20). Consider shortening.
dataset,update.py,update_trails,Magic number,216,,,Magic number 32 found in 'update_trails'. Define as MAX_CIDR_MASK = 32.
dataset,update.py,update_trails,Magic number,219,,,Magic number 32 found in 'update_trails'. Define as IPV4_BITS = 32.
dataset,update.py,update_trails,Magic number,220,,,Magic number 1024 found in 'update_trails'. Define as MAX_IP_RANGE_SIZE = 1024.
dataset,update.py,update_trails,Magic number,255,,,Magic number 255 found in 'update_trails'. Define as MAX_OCTET_VALUE = 255.
dataset,update.py,update_trails,Magic number,262,,,Magic number 3 found in 'update_trails'. Define as DEFAULT_IP_MINIMUM_FEEDS = 3.
dataset,update.py,update_ipcat,Magic number,349,,,Magic number 24 found in 'update_ipcat'. Define as HOURS_PER_DAY = 24.
dataset,update.py,update_ipcat,Magic number,349,,,Magic number 3600 found in 'update_ipcat'. Define as SECONDS_PER_HOUR = 3600.
dataset,update.py,update_trails,Empty catch block,174,,,Empty catch block in 'update_trails' at line 174. Add logging or proper error handling.
dataset,update.py,update_trails,Empty catch block,247,,,Empty catch block in 'update_trails' at line 247. Add logging or proper error handling.
dataset,update.py,<module>,Empty catch block,54,,,Empty catch block in '<module>' at line 54. Add logging or proper error handling.
dataset,update.py,file_level,Long lambda function,415,,,Lambda at line 415 has 81 characters (threshold: 80). Convert to named function.
dataset,update.py,update_trails,Long message chain,20,,,Message chain at line 20 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,99,,,Message chain at line 99 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,104,,,Message chain at line 104 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,108,,,Message chain at line 108 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,139,,,Message chain at line 139 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,common.py,retrieve_content,Complex method,,44,72,Method 'retrieve_content' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,common.py,ipcat_lookup,Complex method,,74,109,Method 'ipcat_lookup' has cyclomatic complexity of 9 (threshold: 7). Extract nested conditions into separate methods.
dataset,common.py,process,Complex method,,187,217,Method 'process' has cyclomatic complexity of 13 (threshold: 7). Extract nested conditions into separate methods.
dataset,common.py,retrieve_content,Long statement,50,,,Line 50 has 211 characters (threshold: 120). Break into multiple lines.
dataset,common.py,get_regex,Long statement,217,,,Line 217 has 188 characters (threshold: 120). Break into multiple lines.
dataset,common.py,load_trails,Long statement,258,,,Line 258 has 121 characters (threshold: 120). Break into multiple lines.
dataset,common.py,patch_parser,Long statement,311,,,Line 311 has 121 characters (threshold: 120). Break into multiple lines.
dataset,common.py,file_level,Long identifier,26,,,Identifier 'CHECK_CONNECTION_URL' has 21 characters (threshold: 20). Consider shortening.
dataset,common.py,file_level,Long identifier,30,,,Identifier 'MAX_HELP_OPTION_LENGTH' has 22 characters (threshold: 20). Consider shortening.
dataset,common.py,file_level,Long identifier,31,,,Identifier 'STATIC_IPCAT_LOOKUPS' has 21 characters (threshold: 20). Consider shortening.
dataset,common.py,file_level,Long identifier,314,,,Identifier '_format_option_strings' has 22 characters (threshold: 20). Consider shortening.
dataset,common.py,file_level,Long identifier,317,,,Identifier '_format_action_invocation' has 25 characters (threshold: 20). Consider shortening.
dataset,common.py,file_level,Long identifier,323,,,Identifier '__format_action_invocation' has 26 characters (threshold: 20). Consider shortening.
dataset,common.py,retrieve_content,Magic number,57,,,Magic number -15 found in 'retrieve_content'. Define as ZLIB_WBITS_DEFLATE = -15.
dataset,common.py,retrieve_content,Magic number,59,,,Magic number 9 found in 'retrieve_content'. Define as GZIP_COMPRESSION_LEVEL = 9.
dataset,common.py,get_regex,Magic number,196,,,Magic number 65535 found in 'get_regex'. Define as MAX_UNICODE_VALUE = 65535.
dataset,common.py,load_trails,Magic number,252,,,Magic number 3 found in 'load_trails'. Define as EXPECTED_CSV_COLUMNS = 3.
dataset,common.py,ipcat_lookup,Empty catch block,104,,,Empty catch block in 'ipcat_lookup' at line 104. Add logging or proper error handling.
dataset,common.py,load_trails,Empty catch block,264,,,Empty catch block in 'load_trails' at line 264. Add logging or proper error handling.
dataset,common.py,get_text,Empty catch block,276,,,Empty catch block in 'get_text' at line 276. Add logging or proper error handling.
dataset,common.py,retrieve_content,Long lambda function,50,,,Lambda at line 50 has 103 characters (threshold: 80). Convert to named function.
dataset,common.py,get_regex,Long lambda function,217,,,Lambda at line 217 has 95 characters (threshold: 80). Convert to named function.
dataset,common.py,retrieve_content,Long message chain,53,,,Message chain at line 53 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,common.py,get_regex,Long message chain,215,,,Message chain at line 215 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,badips.py,fetch,Complex conditional,26,,,Conditional at line 26 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,badips.py,fetch,Magic number,10,,,Magic number 7 found in '__url__'. Define as a named constant like DAYS_AGE = 7.
dataset,badips.py,fetch,Magic number,11,,,Magic number 7 found in '__backup__'. Define as a named constant like DAYS_AGE = 7.
dataset,torproject.py,fetch,Complex conditional,22,,,Conditional at line 22 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,dataplane.py,fetch,Complex method,,14,26,Method 'fetch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,dataplane.py,fetch,Complex conditional,22,,,Conditional at line 22 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,dataplane.py,fetch,Long statement,16,,,Line 16 has 531 characters (threshold: 120). Break into multiple lines.
dataset,dataplane.py,fetch,Long message chain,24,,,Message chain at line 24 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,alienvault.py,fetch,Complex method,,26,35,Method 'fetch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,alienvault.py,fetch,Complex conditional,31,,,Conditional at line 31 has 4 logical operators (threshold: 2). Extract into named boolean variables.
dataset,alienvault.py,fetch,Long statement,31,,,Line 31 has 209 characters (threshold: 120). Break into multiple lines.
dataset,alienvault.py,handle_reason,Missing default,17,,,Match-case at line 17 missing default case. Add 'case _:' to handle unknown values.
dataset,alienvault.py,fetch,Long lambda function,31,,,Lambda at line 31 has 143 characters (threshold: 80). Convert to named function.
dataset,alienvault.py,fetch,Long message chain,31,,,Message chain at line 31 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,alienvault.py,fetch,Long message chain,33,,,Message chain at line 33 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
